a,b
0.925324276,0.9986625
0.967374166,0.99795544
0.925187775,0.87639177
0.971065609,0.9987214
0.976232863,0.99931204
0.780058147,0.26445034
0.933978529,0.99661356
0.977054764,0.9999845
0.943726578,0.993357
1,0.99939156
1,0.9999163
0.947401774,0.73963386
0.957309453,0.9966756
0.992417603,0.9999788
0.909967338,0.9983908
0.967606703,0.99940586
0.966408633,0.99962056
0.00218436,0.000119738
0.933314611,0.9999833
0.935976293,0.9995536
0.938592545,0.9732631
0.976341284,0.9991567
0.939914577,0.9963617
1,0.99999404
0.883280351,0.85050625
0.833283211,0.98867714
0.918438989,0.9192189
0.96493522,0.99729365
0.992065823,0.9993426
0.895898585,0.9953785
0.937979701,0.9997204
1,0.99999475
0.826474,0.9248719
0.970864881,0.9990914
1,0.9999751
0.960953332,0.98602873
0.921265338,0.973881
0.906371897,0.99863726
0.904184289,0.99780947
1,0.9999924
0.960411069,0.9969223
0.968910896,0.9996183
0.924512601,0.9449688
1,0.99997187
1,0.99976844
1,0.9999989
0.966558518,0.99986446
0.943682732,0.99864286
0.97736641,0.9998086
0.957446072,0.99931
0.930537077,0.99904627
0.906251468,0.99840266
0.976373375,0.9999378
1,0.9999454
0.765003348,0.0907973
0.881225221,0.99490017
0.934929595,0.9933489
1,0.9999815
1,0.9999896
1,0.99996686
0.942967759,0.9410905
0.955108951,0.99922574
0.908171501,0.9995302
1,0.9999604
0.97331364,0.9999746
0.942557913,0.9994597
0.890351157,0.9982004
1,0.9999794
0.971919864,0.990258
1,0.99999607
0.971033386,0.99659365
1,0.99999285
0.968016945,0.9998691
0.94294381,0.9994723
0.936937046,0.99938846
0.930533894,0.99593216
0.974175674,0.999699
1,0.99999464
0.96299243,0.9997956
1,0.9999896
0.943046663,0.99711215
0.943223631,0.9988456
0.953834589,0.97647834
0.9655014,0.99781406
0.962509471,0.9975048
1,0.9999994
0.905557737,0.995067
0.917645459,0.9975805
0.857718221,0.962799
0.000727274,0.003407371
0.919104155,0.9819218
0.934371739,0.96745723
0.828758731,0.89091104
0.959893261,0.990551
0.941962959,0.99241453
0.956688992,0.98379666
0.947604469,0.9993662
0.917998578,0.99091536
0.930739135,0.9988286
0.915146563,0.99998486
0.977613858,0.9992902
0.963690221,0.99574333
0.957908793,0.9992899
0.953019828,0.9906097
0.919866129,0.9951325
1,0.99999654
0.949485994,0.99554294
1,0.9999863
1,0.99999666
1,0.99999976
0.919074833,0.99656457
0.992354507,0.9989473
0.88096754,0.9991068
0.939606562,0.9961753
0.953671711,0.85372466
0.959833151,0.9997353
1,0.9999869
0.934859576,0.85549384
0,0.00015861
0.966326768,0.99851876
0.921923683,0.8622763
0.939626608,0.9999175
0.929806033,0.9096062
0.941216675,0.9502338
0.931577986,0.99424934
0.951721748,0.9933078
1,0.9999949
1,0.9999987
1,0.99997306
0.904233898,0.9949303
0.977081054,0.9991123
0.000668652,9.60E-06
0.976952333,0.99994135
0.936677237,0.9997247
1,0.99999976
0.907015898,0.9860269
0.973089406,0.99942315
0.888876254,0.9922764
1,0.9981452
0.967525584,0.99774927
1,0.999998
1,0.999998
0.950972879,0.9999728
0.898175629,0.9610646
0.915331679,0.9745986
0.957734456,0.9971052
0.909638285,0.99825054
0.963659062,0.9996681
0.917277526,0.99024755
0.948763857,0.9996855
1,0.9999962
0.985505179,0.9999838
1,0.99985075
0.967673401,0.9918984
0.95810706,0.99895716
0.932136235,0.9971207
0.971579794,0.9980368
0.987266564,0.99872535
0.954635346,0.9999386
0.952337069,0.99864763
1,0.99988365
0.925413228,0.98415667
0.972567223,0.9999136
0.002990868,0.000543261
0.935677271,0.99984396
1,0.9999987
1,0.999987
0.894966373,0.95063514
0.972004122,0.9997408
0.969694572,0.99215204
1,0.9999794
0.000332547,0.000643176
1,0.99980694
0.931896725,0.97647834
0.926037754,0.998401
0.978402207,0.99929905
0.937370907,0.9966156
1,0.99988985
0.921017278,0.9883497
0.940878684,0.99880755
0.917410046,0.80345994
1,0.9999939
0.91927584,0.9980007
1,0.9999963
0.972755964,0.9944457
0.001855735,0.005110863
1,0.9999999
0.966140963,0.9997799
0.910856271,0.99703974
0.9807065,0.99870193
0.890939881,0.9943006
1,0.9998896
0.910610208,0.98500997
0.936334305,0.9954699
0.972306282,0.9864574
0.965598852,0.9998863
0.951707929,0.9725242
1,0.99999535
0.950632866,0.9989153
1,0.9999931
0.980067799,0.99820364
0.905485612,0.91564924
0.963532438,0.99019605
1,0.9999813
1,0.99999607
1,0.99986494
0.940690742,0.9996425
1,0.99999523
1,0.99997735
1,0.9999231
0.982007265,0.99988365
0.923224668,0.9873936
0.936627006,0.6626213
0.81466749,0.6747976
0.879366042,0.99957424
0.938429025,0.97329426
1,0.9999565
1,0.99999726
1,0.999997
0.913534328,0.8394009
1,0.9999809
1,0.9999901
0.972892573,0.99967635
0.937900474,0.9997154
0.914556515,0.9983695
1,0.9999993
0.937154216,0.9992041
0.955137688,0.9969494
0.983513819,0.99990356
0.931692661,0.99879885
1,0.99950945
0.796689681,0.895271
1,0.9999665
0.958698174,0.8725327
1,0.99835336
1,0.99999666
1,0.999923
0.001789766,7.11E-05
0.977666159,0.9996675
0.974537948,0.9999614
0.985022623,0.99914384
0.953836607,0.98340815
0.957064325,0.99298567
1,0.9999895
0.945704884,0.9985846
0.945964802,0.99970055
1,0.99998665
0.947822759,0.9997788
1,0.99999547
0.913279282,0.9951775
1,0.9999933
0.90270115,0.99092263
0.813225293,0.13170734
0.9281205,0.9626803
0.923193959,0.9775605
1,0.9999597
0.978701755,0.9997327
1,0.99999785
0.959142179,0.99414563
0.95442151,0.98910904
0.904485347,0.98507917
0.985806509,0.9991578
0.9116737,0.999936
0.929376359,0.99889755
0.956744468,0.99930966
0.964935772,0.99985003
1,0.9999801
1,0.9999435
0.878939482,0.8463408
0.847234843,0.44627112
1,0.9999901
1,0.99995637
0.971199001,0.99949276
0.916360887,0.99590284
1,0.999998
0.974924533,0.9977094
0.949965792,0.9975751
0.979431694,0.99989736
0.922760097,0.96861726
0.965103808,0.99989164
0.962383375,0.9998259
1,0.99999976
0.958471784,0.9996239
0.896377011,0.99991214
0.970243985,0.98174804
0.950623927,0.99862814
1,0.9999765
1,0.99999535
0.891428466,0.9520631
1,0.99999344
0.970690737,0.9998716
0.963493631,0.99478745
1,0.99999774
0.913672265,0.9150244
0.979690995,0.9997578
0.928730638,0.99954945
0.985489238,0.99968565
1,0.9999298
0.952080197,0.99929464
0.952790236,0.9974788
1,0.9999391
0.964739564,0.999926
0.891875114,0.7659528
0.971715072,0.9930467
0.925498572,0.9976931
0.915356965,0.9960645
0.937003284,0.99903893
1,0.999736
0.941082294,0.99929464
0.957319622,0.9880701
0.94632008,0.99774384
0.96876133,0.9655943
1,0.99998903
1,0.99999666
0.969356861,0.99943393
1,0.9999397
0.957978983,0.99006385
1,0.9998486
0.965288227,0.998896
0.000909624,0.003811706
0.965174557,0.9996948
0.935445576,0.99766684
0.875171409,0.83065885
1,0.9995635
1,0.9999714
1,0.9999962
0.927353363,0.99678504
0.966353711,0.99969125
0.975809927,0.9998436
0.932223639,0.99954706
0.937619792,0.84884244
0.960324459,0.9878444
0.941433732,0.9788027
0.967490674,0.99902546
1,0.9999994
0.914017693,0.9601139
0.908101827,0.9652079
0.96113753,0.9999186
0.959237569,0.99983025
0.912072772,0.8908402
0.95738632,0.99935466
0.961307376,0.9999043
0.959251319,0.9577936
0.872686747,0.98851573
0.915929939,0.99938416
0.981999755,0.99938595
0.970779396,0.9994254
0.956483511,0.9997067
0.916195406,0.98171735
0.814824535,0.9676454
0.92660054,0.99452025
0.957790306,0.99964654
0.969784064,0.99722606
0.944456902,0.977086
0.962488035,0.9983151
0.955212434,0.9790197
0.947248968,0.99912924
0.968978984,0.9997305
1,0.9999993
0.903599807,0.607068
0.940395125,0.9886634
0.002116523,2.83E-06
0.970345538,0.99907136
0.990023996,0.99997115
1,0.9999987
0.979015198,0.9859298
0.936378556,0.9997981
0.915359254,0.9979176
0.959305982,0.98226476
0.924504761,0.7615242
1,0.9999682
0.927686274,0.9997842
0.952584733,0.99967885
1,0.9999771
1,0.9999788
0.945738541,0.9980414
0.919498925,0.95247304
0.910491316,0.9481093
0.953570555,0.9998957
0.981701366,0.99977773
0.940520792,0.39403707
1,0.99999833
0.950733927,0.99130225
0.981098599,0.9903611
0.922212994,0.9946819
0.981916843,0.9976169
0.938468002,0.99985814
1,0.999998
1,0.9999728
1,0.99977976
1,0.9999223
0.939484168,0.9740723
0.932555615,0.9882416
0.955795889,0.9998331
1,0.9978192
1,0.99999845
0.973461071,0.9996269
0.911995492,0.9982551
1,0.9999583
1,0.99979085
0.949023843,0.99660516
0.951189704,0.9994697
0.893193608,0.99668944
0.895086167,0.99425215
1,0.9999893
0.919597391,0.971161
1,0.999998
0.974211346,0.8191646
0.947578691,0.9972682
0.892616367,0.969772
1,0.9999788
0.005361084,0.000688886
0.969593037,0.9988255
1,0.9999993
1,0.999998
0.970825576,0.99998736
0.939423977,0.9934408
0.892902278,0.9589848
1,0.99999857
1,0.99993277
0.894451513,0.9052459
1,0.99977714
0.94199944,0.9985184
1,0.9999982
0.973839114,0.999731
0.94210116,0.99727863
1,0.99894994
0.93723492,0.9840162
1,0.99979156
0.951740235,0.98860115
0.941548385,0.9933123
0.951968038,0.9986411
0.958993645,0.99898404
0.958170665,0.9948407
0.964271257,0.99705195
0.980112016,0.9999
0.876400563,0.9597976
0.920936865,0.99610597
0.928219613,0.72143483
1,0.9997594
0.956837329,0.9999033
1,0.99999845
0.962965169,0.99999285
0.946057304,0.9025996
0.863270786,0.9931079
1,0.99999976
0.962614278,0.99962556
0.982885122,0.9968363
1,0.9999994
1,0.99999917
0.980862924,0.99757916
0.945920512,0.98808074
1,0.9999989
0.989128973,0.99861085
1,0.9990858
0.951679774,0.99979967
0.986261233,0.9999844
1,0.9999937
0.931184051,0.9117291
0.960140332,0.99842656
0.921281274,0.99053055
0.77042449,0.992822
0.879247099,0.99646
1,0.999974
0.913715551,0.9946248
1,0.9996624
0.94557239,0.99379694
0.928081748,0.9103288
0.960504166,0.99857926
0.959069749,0.999666
0.955262503,0.9992229
1,0.999286
1,0.9999989
1,0.9999987
0.93899797,0.9846941
0.980053313,0.99988484
0.979598192,0.9997521
1,0.9999696
1,0.9999825
0.955768797,0.9981553
0.952544012,0.9987142
0.840012214,0.96338737
1,0.999998
0.968456409,0.9990995
0.898724624,0.96140397
1,0.9999894
0.930325734,0.9022452
0.973936806,0.9978569
0.976932762,0.999582
0.914518547,0.99315816
0.969287464,0.99959475
0.959043923,0.983469
0.936387721,0.9985879
1,0.99996924
1,0.9999137
0.917051267,0.99498737
1,0.9999914
0.93126103,0.9343912
0.971292647,0.9995869
0.957596363,0.99943274
1,0.99998593
0.985585896,0.9997553
1,0.99998426
0.000689111,0.001134171
0.963285092,0.9998933
0.931660309,0.95751643
0.954310653,0.9360802
0.969609952,0.9999459
0.894964084,0.6130459
0.92428023,0.9763381
1,0.999997
0.894337015,0.9994286
0.950882674,0.96039283
1,0.99991024
1,0.99999034
1,0.99999964
0.953153691,0.99920243
0.955113906,0.99799806
1,0.9999565
0.919498345,0.9994791
1,0.9999993
0.920073702,0.9944476
0.930625283,0.9963973
0.892682829,0.998406
0.849575389,0.9729178
1,0.99999917
1,0.99999857
0.984690979,0.9998541
0.968532521,0.99506867
0.977997293,0.9991553
0.970586875,0.9984597
1,0.9999747
1,0.99999356
0.902431642,0.989588
1,0.9999912
0.84369414,0.5239013
0.984012469,0.9998956
0.9079538,0.9922719
0.936787425,0.96124285
1,0.9999999
0.968372876,0.9990264
0.979166781,0.9897031
0.967757063,0.9984664
0.920743076,0.9715432
0.942115623,0.9767943
1,0.9999976
1,0.99999046
0.966861886,0.99958223
1,0.99999654
0.934254946,0.933807
0.941727635,0.9998566
0.943172146,0.993769
1,0.9999863
0.922413427,0.98596823
0.945500345,0.95505196
0.92908647,0.98101246
0.964775394,0.9995733
0.951681782,0.9144697
0.858818574,0.939819
0.97284509,0.99942625
0.896548289,0.9993074
0.995653458,0.9998925
1,0.9999956
0.935447817,0.9919934
0.935973856,0.99891746
1,0.9999944
0.918975959,0.9895475
1,0.99999416
0.957395625,0.999966
0.907470439,0.9967212
1,0.999985
0.95340815,0.9968279
0.917804714,0.9943336
0.936894247,0.9983375
0.930301697,0.9994937
0.981433256,0.99799854
0.921593882,0.9702489
0.890921629,0.9811864
1,0.9999976
0.951212199,0.99832636
0.951751784,0.9982627
1,0.99986446
0.980268619,0.98829204
0.944219122,0.987976
0.926337806,0.8599079
1,0.99999726
0.96643367,0.9989619
0.962350363,0.9995229
0.989077205,0.99997103
0.905712108,0.98362124
0.985025126,0.99441636
0.877510024,0.7494334
1,0.99997616
0.891918349,0.97516155
0.905637577,0.97341406
0.947348533,0.9994199
0.929782149,0.99661595
0.952040008,0.99754816
0.947064814,0.99177915
0.962434444,0.99388146
0.933172646,0.98079634
0.963660787,0.9997292
1,0.9999565
0.956944344,0.99973804
0.963463251,0.9902383
0.996478387,0.9984945
0.962557116,0.98867655
1,0.9999969
0.956221541,0.9968797
0.94210236,0.9730473
0.98723328,0.9998871
0.984878881,0.99997056
0.920913171,0.9979982
0.975708979,0.99950945
1,0.99999785
1,0.9999963
0.894601471,0.97528535
0.955247692,0.9986785
0.961750778,0.9997917
0.92728195,0.9994443
1,0.9999999
0.957841846,0.9998841
0.950583321,0.99931085
0.954529917,0.9993068
0.908952748,0.6924868
1,0.9999995
0.958303643,0.99569017
1,0.9999989
0.897553784,0.99861
0.926262758,0.99961853
1,0.9999863
0.938437319,0.98002934
0.958261204,0.9908552
0.956433809,0.9748941
0.919396829,0.95848775
1,0.99999523
0.974112309,0.99987483
0.925160455,0.96535116
0.916243399,0.99982363
1,0.99950767
0.982081802,0.9993018
0.957300993,0.9997912
0.875601428,0.9990338
0.895819812,0.9580827
1,0.99999833
0.932280456,0.97483206
0.986925545,0.9989403
0.951503883,0.9712496
0.901547425,0.9901456
1,0.9999981
1,0.9999869
0.928029588,0.9999001
0.941300833,0.9465885
0.960228103,0.99849486
0.998144215,0.9997594
0.967583763,0.99478036
1,0.9999981
1,0.9999987
0.973250039,0.9999392
0.971887703,0.99678576
1,0.9999522
0.979809798,0.9998841
0.93061778,0.9979426
1,0.99912924
1,0.9999995
0.947036921,0.70959353
0.957300575,0.99959
0.948649983,0.99880433
0.970030933,0.99996805
0.984885142,0.9995197
0.969589334,0.99970466
0.866395488,0.81228215
0.882312776,0.9846065
0.984720079,0.9998265
1,0.9999944
0.966478337,0.9998975
0.97970344,0.999905
0.963534309,0.997712
1,0.99999666
0.960452447,0.9962256
1,0.9999982
0.967871242,0.9987625
0.929009906,0.9997054
0.919491168,0.9974668
0.88312658,0.93993765
0.90159643,0.98219484
1,0.99999595
0.957519322,0.99926215
0.981977696,0.9999739
1,0.99999845
0.953341546,0.9998876
0.965599942,0.8842727
0.875115193,0.9986885
1,0.9999939
0.973588923,0.9995945
0.956290971,0.9991978
1,0.99999833
1,0.9999635
0.960681791,0.9997371
0.999817185,0.99999785
0.843726902,0.89971083
1,0.99981076
0.968278978,0.99993634
1,0.9999207
0.97879765,0.99996734
1,0.9999713
1,0.99999726
1,0.999954
1,0.99992645
1,0.99995744
1,0.99998295
0.002687963,0.001105559
1,0.9999162
1,0.9999188
0.904756436,0.9836774
0.979843856,0.99986935
1,0.99999416
1,0.9999856
1,0.9999993
0.96660584,0.99498147
0.945274927,0.9990127
1,0.9999932
0.951024566,0.9996468
0.978532479,0.9955087
0.930420098,0.9930327
0.988575184,0.99884784
0.945329075,0.9981353
0.962578049,0.9999771
1,0.99999595
0.938671957,0.99706835
0.933780411,0.99965143
0.951453829,0.99818844
0.96484944,0.9997459
0.964221592,0.99995315
0.921902648,0.97479725
0.000409086,0.001101812
0.910490628,0.9994862
0.981374897,0.99988234
0.896825904,0.9441911
0.949591529,0.9924556
0.970410016,0.9993505
0.96415926,0.98450285
0.941196419,0.37405065
1,0.9999919
1,0.9999896
0.89481434,0.99605405
0.975542975,0.9996131
0.94677132,0.9998542
0.959118668,0.9936147
0.895230799,0.9996183
0.953444194,0.99776363
1,0.9999914
0.886317986,0.95102304
0.839384426,0.9057321
0.900790795,0.98873806
0.92288941,0.9431188
0.911560639,0.9985551
0.91515673,0.9839602
0.97624967,0.9985386
0.973279232,0.7694827
0.984031709,0.99993527
0.939692414,0.991996
1,0.99999607
1,0.9999876
0.913460377,0.16107832
0.965268419,0.98060006
0.97128862,0.9995004
0.969479602,0.9998826
0.979240831,0.9999225
0.920427523,0.9848491
1,0.9999809
0.978502857,0.9998895
1,0.999933
0.915087045,0.9967912
0.970340119,0.99114424
0.946693404,0.9997025
0.963237153,0.9997646
0.906443476,0.96860325
0.909391513,0.97247094
1,0.99784744
0.000123239,4.90E-05
0.959278466,0.9936761
0.9479894,0.9699832
0.944176095,0.98931354
1,0.9999783
1,0.9999633
0.843063536,0.9975228
0.000636098,0.0027772
0.973434816,0.9999039
1,0.99999964
0.957097953,0.9856515
0.981746359,0.9979085
0.901675527,0.13820684
1,0.99999833
0.946578328,0.98366296
0.887688529,0.67153156
0.987034756,0.99998987
1,0.99999964
1,0.99999106
1,0.99985504
0.943841085,0.99970067
1,0.99993455
0.966808166,0.99827814
0.950549962,0.9939528
1,0.99991405
0.952671458,0.9977962
1,0.99867576
0.983936528,0.99993587
0.982944836,0.99850756
1,0.99999833
0.972836726,0.9798162
1,0.9998821
1,0.9999896
0.945738839,0.9989889
1,0.9999994
0.907332231,0.6318943
0.955365877,0.9909781
1,0.9999796
1,0.9999981
0.9008429,0.96015704
0.931923481,0.15769716
1,0.9999728
0.93433991,0.97615224
1,0.99996006
0.969475633,0.9999616
0.963644998,0.99979
1,0.9999918
0.928755151,0.9992361
0.965000054,0.993001
0.935108496,0.9984012
0.937608906,0.99988496
0.922314408,0.9996965
0.921369956,0.99972683
0.978364644,0.99998903
0.928392021,0.9987037
0.94755826,0.9899305
1,0.9999988
0.916726102,0.9542923
0.900306925,0.99581087
0.921216446,0.99842995
0.92751327,0.9984849
1,0.9999707
0.968214511,0.9990219
1,0.9999862
0.000541108,0.000150468
0.96769637,0.9998361
0.905875191,0.9150802
0.930922642,0.9995167
0.983608058,0.99993944
0.942414612,0.9861101
0.98505351,0.9999815
0.93722625,0.9986376
0.959639508,0.9969938
1,0.9999794
0.955750176,0.985013
0.88594099,0.9884227
0.980868915,0.99924004
0.910580764,0.9898247
1,0.9999956
0.881364892,0.99826354
0.862316364,0.9930397
0.840127049,0.59325314
0.946040283,0.98676944
1,0.9999558
0.953857958,0.99888974
0.935423733,0.9992748
0.958186641,0.996418
0.943019418,0.9998723
0.959144423,0.99935144
0.950283333,0.9952567
0.947660782,0.99652463
1,0.99998736
0.913534661,0.9289106
0.917344013,0.7850374
0.941922166,0.91915447
1,0.99996173
1,0.9996693
0.936238488,0.9963876
1,0.99999547
1,0.99999475
0.917934214,0.9877335
0.789272387,0.9081444
1,0.99980026
0.005584411,0.000382288
0.935634147,0.9906578
1,0.99997485
0.954239864,0.996451
1,0.99999654
1,0.9999914
0.969582105,0.99927527
1,0.9999975
0.904396768,0.9980494
0.942342353,0.99776864
0.877843793,0.9268461
1,0.9998926
0.957457188,0.99769455
0.945911502,0.99344057
1,0.9999995
0.974613583,0.99712306
1,0.9999988
0.942587741,0.9998838
1,0.9999882
1,0.9999621
0.890594459,0.9971329
0.977197609,0.99975413
0.908513018,0.9485562
1,0.9999987
0.975065263,0.9976311
0.931734867,0.9986738
1,0.99993265
1,0.9999945
0.955169506,0.9992556
0.975096873,0.9965011
0.993641392,0.9999733
0.93247925,0.9786016
0.914907399,0.4753958
0.957990988,0.9999844
0.933723814,0.96620965
0.931022346,0.9816534
0.91898814,0.99882597
1,0.9999634
0.961045732,0.9934684
1,0.9999914
1,0.99997973
0.936220526,0.99950147
0.986373393,0.9993414
0.97190988,0.99981827
0.98091534,0.9995882
1,0.9999982
0.976193524,0.99987185
0.966266954,0.9961681
0.940521731,0.99133
0.946252494,0.99991834
0.841062357,0.71496475
0.932538419,0.99948454
0.922803425,0.99882334
1,0.9989365
1,0.99998856
0.954655963,0.9998241
0.976120874,0.99970895
0.969557142,0.9988457
0.926124262,0.7463144
1,0.9997031
0.990568863,0.9988745
1,0.99999607
1,0.9999968
0.934834486,0.9386776
0.96948883,0.9998349
1,0.9999367
1,0.9999851
0.969420348,0.9989742
0.95413132,0.9984485
0.932527933,0.9759965
0.888104134,0.97853833
1,0.9999883
1,0.9999902
0.912410424,0.9968162
0.958761443,0.9664252
0.988798773,0.99927026
0.875665139,0.9954821
1,0.99999976
0.957347454,0.99606556
0.944673403,0.9626494
0.960949225,0.9998789
1,0.9999851
0.970946305,0.999418
0.955424488,0.99974316
1,0.99999845
1,0.9999987
0.971991961,0.9997942
0.931529799,0.9688693
1,0.9999863
1,0.999998
0.961797312,0.9982128
0.002781265,0.000668099
0.927365009,0.99589264
0.962379927,0.9960323
1,0.9996593
0.965187884,0.99945396
0.982874606,0.99915385
0.929127373,0.9986053
0.954590138,0.9973212
0.974852118,0.99749976
1,0.99997425
0.976415919,0.9998816
0.955391639,0.9848726
0.927332385,0.99908495
0.920303156,0.9976909
0.811009301,0.9031044
0.957456257,0.9996582
0.964678205,0.9993606
0.966336298,0.9905827
0.926364991,0.99283797
0.972508178,0.9991265
0.004394913,0.02804877
0.951008306,0.9961826
1,0.9999739
0.910814892,0.9729273
0.852439563,0.9976186
0.930075556,0.9897966
0.931742972,0.99966
0.961485944,0.99957854
0.984972411,0.9999193
0.937086259,0.9976453
1,0.99998844
0.944747984,0.99971896
0.935094756,0.9985821
0.928380803,0.55418783
1,0.9999875
1,0.99999654
0.002366732,0.000167163
1,0.99998844
1,0.99998677
0.967096592,0.99990916
1,0.99999917
1,0.9999949
0.886982941,0.9384369
0.87314574,0.60966873
0.962294107,0.9981402
0.970570048,0.9999907
1,0.9999864
1,0.99997866
0.911323181,0.86957127
1,0.9999579
0.930782041,0.97046936
0.885156154,0.9966337
0.961448003,0.98555446
0.962796517,0.9998198
0.898412687,0.92723703
1,0.9999988
0.906938931,0.6022009
0.985689026,0.99963784
0.947416076,0.984591
1,0.9999361
0.961394595,0.9981123
0.882410799,0.98982143
0.864474154,0.49969453
0.540165711,0.6946631
0.968440703,0.9998627
1,0.9999051
1,0.9999993
1,0.9999819
0.877168991,0.9912076
0.925489826,0.99706393
0.94246634,0.9453476
0.953528959,0.9968094
0.922234814,0.99727964
0.952532175,0.9995127
0.97024425,0.99814725
1,0.99999464
0.916295616,0.9130736
0.942157869,0.99571663
0.879807956,0.99942577
0.868243089,0.9976539
0.959376051,0.99987125
0.939933744,0.9996897
1,0.99999535
0.923646542,0.99679273
0.001711525,0.001214
0.932192964,0.9921312
0.968471995,0.99998033
0.939572921,0.99972254
0.93778999,0.8111993
0.95361188,0.9989819
0.946978879,0.99754554
0.920133009,0.99583024
0.956924222,0.9975101
1,0.9999858
0.939806534,0.99992585
0.90375365,0.98602617
0.943270654,0.9959915
0.940584057,0.9856135
0.948241782,0.9998313
0.870264796,0.76850915
1,0.9999999
0.935898908,0.9958632
0.98268689,0.9999571
1,0.99999964
1,0.99999845
1,0.9999951
0.879753723,0.99328196
3.97E-05,0.000598764
0.955716766,0.9999585
1,0.9999994
1,0.9999881
0.947880737,0.9644895
0.955625539,0.9980799
0.889237117,0.9878803
1,0.9995265
0.890188983,0.9032515
0.944740423,0.9980683
0.912914705,0.9998653
0.904590034,0.681452
0.944588365,0.9999232
0.938716472,0.9999044
1,0.9999964
1,0.99999964
0.960493015,0.99995327
0.969378663,0.9960963
0.921523686,0.9997367
1,0.9999975
0.895898568,0.9941127
0.93695922,0.9359314
0.939349956,0.9912798
0.945118344,0.9994597
0.951678142,0.9982992
0.934173458,0.9993974
1,0.99999905
0.922897898,0.99923694
0.963220656,0.99786085
0.006061942,0.000240644
0.941823066,0.99931157
0.975932612,0.99962616
0.980671369,0.999691
0.88813732,0.9985936
0.870369598,0.9998727
0.936344013,0.99803156
1,0.99996674
0.947663007,0.9415451
1,0.9999994
0.933926571,0.8115812
0.935227256,0.995656
0.00045092,0.000769687
0.938725025,0.9705711
0.973523265,0.9994023
0.999841695,0.99999905
0.982692648,0.99996233
0.983084407,0.9851967
1,0.99998546
0.927981087,0.9994154
1,0.99997854
0.921959736,0.9993168
0.929921726,0.99943954
0.971277663,0.99995553
1,0.99999475
1,0.99992764
0.975727106,0.9980742
0.964518883,0.9996207
0.90274849,0.99606293
0.954996928,0.9989053
0.960948318,0.9389179
0.001631404,0.000890447
0.007644766,2.11E-06
0.970577118,0.99745923
0.948770883,0.99287605
0.945364153,0.9995029
0.906953371,0.9994747
0.934715251,0.99294734
0.968804193,0.9998758
0.959383176,0.99681324
1,0.9999927
0.978095657,0.9926736
1,0.99999225
0.901887537,0.97640204
0.959092694,0.993654
0.928546612,0.9766534
1,0.9999355
0.963351723,0.983497
1,0.9999516
0.903641426,0.99564785
0.965451004,0.99930096
0.919417876,0.97578526
0.918090962,0.9995332
0.931466243,0.99880624
0.923249545,0.94181395
1,0.9999453
1,0.99960274
1,0.9999993
0.964366294,0.98456836
1,0.9999987
1,0.99998474
0.885032851,0.11803717
1,0.99996185
1,0.999995
0.948388012,0.9975539
0.990687741,0.999603
0.956928617,0.9974681
0.938137018,0.99953747
0.951208057,0.99993086
0.990829706,0.99978644
1,0.99982494
1,0.99993205
0.981799927,0.9977932
1,0.9999963
1,0.99995613
1,0.99998784
0.984102014,0.9986558
0.974291849,0.9993954
1,0.99998903
0.946694961,0.9949096
0.9542731,0.99882036
1,0.99999595
0.000931923,0.000876587
0.994060184,0.99998593
0.961245799,0.99946016
0.940840756,0.9935276
0.853022062,0.9103453
1,0.99999547
0.969577873,0.9982364
0.925422215,0.99459475
0.970514142,0.9992774
0.916974879,0.98470414
0.979965371,0.9932053
0.973005188,0.999759
0.932846233,0.99809927
1,0.9999846
0.978752529,0.99995196
0.975462161,0.99989843
0.814150403,0.9945451
0.957742626,0.9994961
0.981964485,0.99994946
0.961653171,0.99000365
0.985348621,0.9997061
0.965461592,0.99984527
0.010390723,0.002439296
1,0.99999714
0.970167859,0.99795145
0.945509989,0.9987036
1,0.9999716
1,0.9999932
0.942054109,0.9992156
0.909096222,0.98465675
1,0.9999784
1,0.99997914
0.968483357,0.99962306
1,0.9999969
0.913139948,0.9662987
0.913817803,0.782107
0.965517159,0.99711907
0.92870246,0.9958584
0.953607013,0.9964858
0.948492043,0.99970394
1,0.99999416
0.89637608,0.94538575
0.951830313,0.99985135
0.976403985,0.9984255
0.959380903,0.99977976
1,0.9999994
1,0.99998677
0.95025394,0.9981615
1,0.99994075
0.808170765,0.47237006
0.911746659,0.9888714
0.962903811,0.99717915
1,0.99995804
0.918229935,0.64042383
0.910848579,0.9974759
0.900789803,0.98945016
0.939217685,0.99721175
1,0.99992394
1,0.9999844
0.959145589,0.9989071
0.893101389,0.89285326
1,0.99875915
0.930788919,0.99888974
0.966220802,0.9983846
1,0.99999917
1,0.99998856
0.969419483,0.9999058
0.894764042,0.981519
1,0.99992394
0.988407577,0.99965787
0.965897392,0.99746966
0.959958723,0.9977325
0.936801436,0.99988246
0.960117427,0.99967027
0.960947317,0.9975502
0.927449299,0.82574046
1,0.99999285
0.965659409,0.999332
1,0.99999845
1,0.9999788
0.919803489,0.9907081
0.971683574,0.99923766
0.978279359,0.9999771
0.971298641,0.99960417
0.896516663,0.6934865
0.963694272,0.988993
0.957719201,0.9993231
0.96392816,0.993601
0.921006869,0.9998857
1,0.99999535
1,0.99999213
1,0.9999987
0.802449844,0.84734243
1,0.99999547
1,0.99998677
0.930574326,0.997212
0.984124259,0.9989359
0.985093685,0.99989676
0.983722482,0.9967253
