Id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,Y
29372,4604,1,1.77,118343,1,0,117961,117906,1,0,1,1,118786,1,1443,120722,290919,1,118784,1,1,1,2,1,1
29382,27415,1,1.77,118091,1,0,118090,117913,1,0,1,2,117888,0,82626,117912,117887,1,117885,2,1,1,2,1,0
29383,34949,1,3.54,118327,1,0,117961,306399,1,0,2,5,118644,1,51226,118320,118643,1,118641,1,1,1,2,1,1
29386,80644,2,1.77,118343,1,0,117961,231633,1,1,1,1,119929,1,79111,119945,118331,1,119928,1,1,1,1,1,1
29389,20078,1,1.77,117962,1,0,117961,118842,1,0,1,1,118843,1,1483,118840,118643,1,118841,1,1,1,1,1,1
29390,39263,1,1.77,118574,1,0,118573,123460,1,3,1,1,118997,1,18133,118623,292795,1,118995,1,1,1,1,1,1
29393,75077,1,30.09,118386,1,0,117961,309858,1,1,1,2,122647,1,45963,118896,119221,1,122645,1,1,1,1,1,1
29403,43713,1,1.77,118386,1,0,117961,130134,1,1,2,1,118749,1,7411,118746,118453,1,118747,1,1,1,3,2,1
29410,42911,1,1.77,118327,1,0,117961,235280,1,0,1,1,118399,1,1605,128935,118398,1,118396,1,1,1,1,1,1
29417,23193,1,10.62,118300,1,0,117961,311360,1,0,1,2,127851,1,13822,127849,118424,1,127850,1,1,1,8,1,1
29419,1968,1,7.08,120141,1,0,120140,120953,1,0,1,3,120954,1,46503,121589,118453,1,120952,1,1,1,123,1,1
29422,14853,1,1.77,119091,1,0,119062,279443,1,5,1,3,118779,0,4311,118514,308574,1,118777,1,1,1,2,3,0
29423,33124,1,14.16,118026,1,0,91261,129761,1,0,1,53,120814,1,16963,119362,118638,1,120812,1,1,2,250,1,1
29424,40776,1,8.85,31010,1,0,118185,117886,2,0,1,1,117880,1,31851,117941,19721,1,117879,1,1,1,1,1,1
29428,35026,1,8.85,118225,1,0,117961,240983,1,0,1,1,117908,1,4659,120663,290919,1,117905,1,1,1,4,1,1
29430,80088,1,7.08,118225,1,0,117961,120592,1,0,1,2,120593,1,3281,120323,119095,1,120591,1,1,1,5,1,1
29433,72125,1,1.77,117962,1,0,117961,160080,1,1,1,2,127783,1,2014,117904,290919,1,127782,1,1,1,1,1,1
29436,35151,1,15.93,118343,1,0,117961,117906,1,0,1,1,118322,1,25276,121747,290919,1,118321,1,1,1,5,1,1
29438,15883,1,201.78,118052,1,0,117961,311622,1,0,1,2,118332,1,17460,118867,118331,1,307024,1,1,1,1,1,1
29440,79120,1,53.1,118343,1,0,117961,309123,1,0,1,1,118836,1,52265,118833,118424,1,118834,1,1,1,4,1,1
29443,73104,1,1.77,118052,1,0,117961,120065,1,0,1,1,120359,1,5242,120671,118424,1,120357,1,1,1,14,1,1
29451,38390,1,1.77,118580,1,0,118212,117913,1,1,1,1,117888,1,4922,117895,117887,1,117885,1,1,1,25,2,1
29452,27123,1,1.77,118442,1,0,118441,118443,1,0,1,5,118055,1,2074,118378,117887,1,118054,1,1,1,12,1,1
29455,23920,1,1.77,118225,1,0,117961,123784,1,1,2,2,118565,1,3270,122870,270488,1,118563,1,1,1,19,1,1
29457,17225,1,1.77,118291,1,0,118290,278266,1,0,1,1,119929,0,4100,120291,118331,1,119928,1,1,1,1,1,0
29480,79091,1,7.08,118225,1,0,117961,127922,1,0,1,1,120692,1,9237,120551,290919,1,120690,1,1,1,3,1,1
29481,2924,1,3.54,118178,1,0,118555,305057,1,0,1,1,123672,1,7683,117945,121916,1,123670,1,1,1,3,2,1
29482,78924,1,1.77,119091,2,0,119062,121556,1,0,1,1,118786,1,19830,123125,290919,1,118784,1,1,1,3,1,1
29483,84069,1,8.85,118413,1,0,117961,117906,1,2,1,1,118322,1,154,121639,290919,1,118321,1,1,1,1,1,1
29498,4674,1,1.77,118300,1,0,117961,279443,1,0,1,2,118779,1,820,123719,308574,1,118777,1,1,1,1,1,1
29499,75077,1,1.77,118463,1,0,118315,121927,1,0,1,1,123652,1,88387,118522,118467,1,123651,1,1,1,1,1,1
29500,40474,1,1.77,118327,1,0,117961,310608,1,0,1,1,118779,1,32242,118929,308574,1,118777,1,1,1,4,1,1
29503,78981,1,1.77,117969,2,0,117961,151287,1,1,1,1,118055,1,21037,19666,117887,1,118054,1,1,1,1,1,1
29504,23874,2,3.54,119028,1,0,119027,119029,1,0,1,1,118055,1,13425,117878,117887,1,118054,1,1,1,1,1,1
29505,37950,1,8.85,117984,1,0,117983,118368,1,0,1,6,117973,1,46479,117878,117887,1,179731,1,1,1,1,1,1
29508,27081,1,1.77,118225,1,0,117961,132041,1,0,1,1,121416,1,22819,119824,118704,1,121414,1,1,1,1,1,1
29514,78815,1,15.93,118052,1,0,117961,306399,1,0,1,1,124888,1,6216,118328,118643,1,124886,1,1,1,1,1,1
29515,75077,1,8.85,118026,1,0,91261,126864,1,1,1,2,124146,1,71892,119243,124145,1,124144,1,1,1,4,1,1
29523,75833,1,104.43,118327,1,0,117961,120316,1,5,1,1,118687,1,3225,118929,308574,1,118685,1,1,1,1,1,1
29527,16922,1,1.77,118446,1,0,117961,127527,1,0,1,11,118364,1,15964,120317,118363,1,118361,1,1,1,5,1,1
29534,25564,1,5.31,117962,1,0,117961,117906,1,0,1,9,117908,1,671,118352,290919,1,117905,1,1,1,2,1,1
29539,108234,1,1.77,118327,1,0,117961,118959,1,0,1,21,120774,1,2062,119830,118960,1,120773,1,1,1,4,1,1
29540,3263,1,1.77,118026,1,0,91261,117906,1,0,1,1,118322,1,46704,118202,290919,1,118321,1,1,1,7,1,1
29543,45480,1,30.09,118888,1,0,118887,118981,1,0,1,1,118982,1,5528,118979,118295,1,118980,1,1,1,1,1,1
29544,82360,1,1.77,118343,1,0,117961,270976,1,1,1,1,118454,1,20169,118660,118453,1,118451,1,1,1,59,1,1
29547,971,1,1.77,118446,1,0,117961,244844,1,0,1,4,119851,1,13864,123858,118638,1,119849,1,1,1,4,1,1
29548,80906,1,3.54,118026,1,0,91261,267952,1,0,1,3,136117,1,71401,118063,118667,1,136115,1,1,1,10,1,1
29554,25992,1,1.77,118343,1,0,117961,311701,1,2,1,23,120346,1,4375,120347,118424,1,120344,1,1,1,2,1,1
29556,36499,1,1.77,118583,1,0,118582,189759,1,0,1,6,117948,1,70598,117945,292795,1,117946,1,1,1,1,1,1
29559,34923,1,1.77,118225,1,0,117961,310589,1,21,1,1,119851,1,7285,118403,118638,1,119849,1,1,1,49,1,1
29562,80456,2,10.62,118225,1,0,117961,117906,1,1,1,1,118322,1,7398,119924,290919,1,118321,1,1,1,1,1,1
29563,13877,1,1.77,118085,1,0,118084,119456,1,0,1,3,119325,1,8781,117920,19793,1,119323,1,1,1,8,1,1
29564,19665,1,1.77,117969,1,0,117961,118368,1,1,1,1,118486,1,22841,19666,117887,1,118368,1,1,1,2,1,1
29566,42084,1,1.77,118343,1,1,117961,223125,1,0,1,2,120499,1,5210,118979,118424,1,120497,1,1,1,26,1,1
29568,25950,1,1.77,118386,1,0,117961,117906,1,0,2,1,118322,1,18686,121883,290919,1,118321,1,1,1,24,1,1
29576,40996,1,23.01,118225,1,0,117961,240983,1,5,1,1,117908,1,7067,118403,290919,1,117905,1,1,1,1,1,1
29578,32269,1,5.31,118300,6,0,117961,118785,1,4,1,1,118786,1,33266,123719,290919,1,118784,1,1,1,33,1,1
29582,3852,1,1.77,118300,1,2,117961,117906,1,1,1,1,117908,1,6982,118783,290919,1,117905,1,1,1,2,1,1
29583,28111,1,1.77,119302,1,0,119301,117906,1,0,1,1,117908,1,112642,119303,290919,1,117905,1,1,1,1,1,1
29585,4674,1,5.31,117962,1,0,117961,240983,1,1,1,1,118322,1,7408,118352,290919,1,118321,1,1,1,9,1,1
29594,18228,1,7.08,118300,1,0,117961,130134,1,1,1,1,118454,1,770,119181,118453,1,118451,1,1,1,3,1,1
29595,42225,1,1.77,118327,1,0,117961,185973,1,25,1,1,129911,1,1614,118507,118453,1,129909,1,1,1,18,2,1
29599,18687,1,1.77,117891,1,0,117890,117879,1,0,1,1,117880,1,20440,117878,19721,1,117879,1,1,1,1,1,1
29606,31739,1,1.77,118343,1,0,117961,117906,1,5,1,4,118322,1,5717,124725,290919,1,118321,1,1,1,1,1,1
29608,79542,1,1.77,118386,1,0,117961,117906,1,0,1,36,118322,1,2641,118404,290919,1,118321,1,1,1,1,1,1
29609,38859,1,1.77,118257,1,0,118256,118806,1,0,1,1,118276,1,46661,117945,292795,1,118274,1,1,1,3,1,1
29619,79298,1,1.77,118257,1,0,118256,128130,1,0,1,5,119082,1,15440,117945,292795,1,280788,1,1,1,15,1,1
29630,25230,1,1.77,118327,1,0,117961,128634,1,1,1,20,121529,1,1271,118507,118398,1,121527,1,1,1,14,1,1
29632,42092,1,1.77,119091,1,0,119062,310589,1,3,1,1,119851,1,51295,119362,118638,1,119849,1,1,1,3,1,1
29636,97513,1,17.7,118343,1,0,117961,120316,1,0,1,11,118687,1,23200,123125,308574,1,118685,1,1,1,1,1,1
29641,38724,1,1.77,118011,2,0,117916,281735,1,0,1,16,118570,1,60180,117941,19721,1,118568,1,1,1,24,1,1
29642,75717,1,7.08,118413,2,0,117961,279443,1,9,1,1,118779,1,2270,277693,308574,1,118777,3,1,1,1,1,1
29648,42092,1,5.31,118052,1,0,117961,117906,1,0,1,1,117908,1,18450,118821,290919,1,117905,1,1,1,1,1,1
29649,35787,1,35.4,118300,1,0,117961,161129,1,0,1,1,118639,1,21033,123749,118638,1,118636,1,1,1,6,1,1
29652,4674,1,3.54,118300,1,0,117961,126309,1,0,1,1,118749,1,16973,124942,118453,1,118747,1,1,1,10,1,1
29663,79020,1,1.77,118327,1,0,117961,153337,1,0,1,1,120303,1,8627,120299,120302,1,120300,1,1,1,5,1,1
29668,36089,1,1.77,118350,1,0,118349,165532,2,0,1,2,117898,1,17918,117895,117887,1,117896,1,1,1,2,1,1
29669,43218,1,1.77,118225,1,0,117961,240983,1,1,1,1,118322,1,7067,118403,290919,1,118321,1,2,1,9,1,1
29670,78854,1,1.77,118386,1,0,117961,128997,1,0,1,2,122062,1,6107,118404,290919,1,122060,1,1,1,8,1,1
29671,19751,1,3.54,118386,1,0,117961,117906,1,0,1,1,117908,1,7651,118746,290919,1,117905,1,1,1,2,1,1
29676,3825,1,1.77,118413,1,0,117961,117906,1,0,1,6,118322,1,154,121639,290919,1,118321,1,1,1,1,1,1
29677,26830,1,7.08,122974,1,0,122880,126800,1,24,1,1,117948,1,2459,117945,292795,1,117946,1,1,1,1,1,1
29679,39176,1,8.85,117954,1,0,5110,281735,1,3,1,2,118570,1,50255,117895,19721,2,118568,1,1,1,8,1,1
29681,41122,1,1.77,118026,1,0,91261,117906,1,0,2,1,117908,1,16973,124942,290919,1,117905,1,1,1,1,1,1
29684,74994,1,1.77,118413,1,0,117961,124400,1,0,1,1,118322,1,6047,120370,290919,1,118321,1,1,1,1,1,1
29686,73213,1,1.77,118300,2,0,117961,117906,1,0,1,3,118322,0,5540,123472,290919,1,118321,1,1,1,19,1,0
29687,33152,1,3.54,117903,1,0,117902,152438,1,0,1,3,120992,1,125466,120171,118398,1,120990,1,1,1,1,2,1
29690,42507,1,1.77,118343,1,0,117961,133686,1,1,1,8,119435,1,5234,118660,118424,1,119433,1,1,1,3,1,1
29691,45240,1,7.08,118004,1,0,118003,121756,1,0,1,1,117900,1,78118,117878,19721,1,117899,1,1,1,2,1,1
29692,23138,1,1.77,118327,1,0,117961,132108,1,0,1,1,121596,1,7001,118933,4673,1,121594,1,1,1,1,1,1
29693,23126,1,1.77,118413,1,0,117961,279443,1,4,1,1,118687,1,17759,122007,308574,1,118685,1,1,1,1,1,1
29700,34011,1,1.77,118413,1,0,117961,132668,1,19,1,2,118261,1,866,120526,290919,1,118259,1,1,1,1,1,1
29703,58068,1,1.77,118343,1,0,117961,118054,1,2,2,1,118055,1,3966,122012,117887,1,118054,1,1,1,149,1,1
29705,17248,1,5.31,118300,1,0,117961,239205,1,1,1,1,118425,1,4031,120026,118424,1,118422,1,1,1,8,1,1
29706,29116,1,1.77,118327,1,0,117961,136365,1,1,1,2,120692,1,15918,118320,290919,1,120690,1,1,1,2,1,1
29710,42610,1,1.77,118300,1,0,117961,121873,1,2,1,1,118786,1,4620,119181,290919,1,118784,1,1,1,1,1,1
29711,29099,1,5.31,118225,1,0,117961,120324,1,0,1,1,122850,1,16855,119092,119095,1,122849,1,1,1,2,1,1
29713,116074,1,1.77,118026,1,0,91261,117906,1,1,1,1,117908,1,93627,119507,290919,1,117905,1,1,1,10,1,1
29717,40866,1,33.63,118052,1,0,117961,117906,1,0,1,2,117908,1,7935,120539,290919,1,117905,1,1,1,1,1,1
29721,36019,1,17.7,118007,1,0,118006,117897,1,0,1,3,117880,1,25772,117941,19721,1,117879,1,1,1,2,1,1
29723,80108,1,1.77,119256,1,0,117961,148451,1,3,1,1,118055,1,17970,148450,117887,2,118054,1,1,1,1,1,1
29726,70085,2,7.08,117984,1,0,117983,292195,1,0,1,1,118570,1,76523,117878,19721,1,118568,1,1,1,2,1,1
29727,80207,1,1.77,118300,1,0,117961,118054,1,0,1,2,118055,1,3753,118360,117887,1,118054,1,1,1,17,1,1
29729,30864,1,3.54,118300,1,0,117961,117906,1,0,1,2,117908,1,7491,119181,290919,1,117905,1,1,1,1900,1,1
29730,39882,1,5.31,118052,1,0,117961,305057,1,1,1,1,120774,1,20394,118706,118960,1,120773,1,1,2,1,1,1
29732,33615,1,1.77,118300,1,0,117961,117906,1,3,1,1,118322,1,8234,118783,290919,1,118321,1,1,1,132,1,1
29738,76854,1,7.08,118343,1,0,117961,240983,1,8,1,1,118322,1,5244,119598,290919,1,118321,1,1,1,2,1,1
29740,25627,1,1.77,118343,1,0,117961,269406,1,0,1,4,123068,1,4590,118395,118398,1,123067,1,1,1,3,1,1
29742,38718,1,5.31,118080,1,0,118079,304519,1,1,1,1,117880,1,50195,117878,19721,1,117879,1,1,2,1,1,1
29743,278392,1,3.54,118343,1,0,117961,133686,1,0,1,17,118836,1,5210,119598,118424,1,118834,1,1,1,6,1,1
29749,14569,1,1.77,118413,1,0,117961,278014,1,2,1,1,118532,1,17686,122007,118131,1,118530,1,1,1,1,1,1
29751,3129,1,3.54,118300,1,0,117961,132775,1,0,1,1,119745,1,123535,19772,3130,1,119743,1,1,1,7,1,1
29752,16638,1,1.77,118386,1,0,117961,118785,1,9,1,2,118786,1,18686,121883,290919,1,118784,2,1,1,4,1,1
29759,81349,1,449.58,118300,1,0,117961,204593,1,1,1,1,118332,1,4736,118301,118331,1,307024,1,1,1,2,1,1
29761,40589,1,8.85,117962,1,0,117961,211906,1,0,1,2,118794,1,13845,118791,118424,1,118792,1,1,2,20,1,1
29763,73879,1,1.77,118386,1,0,117961,117906,1,2,1,1,118322,1,7069,123844,290919,1,118321,1,1,1,2,1,1
29764,39261,1,1.77,118386,1,0,117961,117906,1,0,1,1,117908,1,17290,118522,290919,1,117905,1,1,1,1,1,1
29766,6448,1,1.77,118343,1,0,117961,117906,2,60,1,14,118322,1,310697,118856,290919,1,118321,1,1,1,2,1,1
29771,37093,1,1.77,118386,1,0,117961,152307,1,2,1,1,118454,1,7389,118746,118453,1,118451,1,1,2,1,1,1
29774,18417,1,1.77,118300,1,1,117961,240983,1,2,1,2,118322,1,4584,120297,290919,1,118321,1,1,1,1,1,1
29787,37011,1,3.54,118327,1,0,117961,240983,1,0,1,8,117908,1,32457,118320,290919,1,117905,1,1,1,1,1,1
29789,731,1,5.31,118300,1,0,117961,130134,1,0,1,1,118454,1,770,118437,118453,1,118451,1,1,1,7,1,1
29792,916,1,1.77,118225,1,0,117961,118054,1,1,1,1,118055,1,1550,123173,117887,1,118054,1,1,1,1,1,1
29793,34949,1,31.86,118225,2,0,117961,128747,1,0,1,1,118843,1,13812,118320,118643,1,118841,1,1,1,1,1,1
29796,75463,1,5.31,118327,1,0,117961,118959,1,0,1,1,120774,1,2062,119830,118960,1,120773,1,1,1,2878,1,1
29798,38703,1,3.54,118150,1,0,117916,141487,2,0,1,1,117973,1,59575,118599,117887,1,179731,1,1,1,1,1,1
29803,34923,1,1.77,118225,1,0,117961,128819,1,0,1,2,119096,1,16850,122298,119095,1,119093,1,1,1,6,1,1
29806,91619,1,21.24,117962,1,0,117961,117906,1,3,1,1,118322,1,19760,118352,290919,1,118321,1,1,1,4,1,1
29813,32092,1,5.31,117979,1,0,117978,275613,1,0,1,4,120035,1,58454,118810,19793,1,120033,1,1,1,4,1,1
29815,38469,1,1.77,118004,1,0,118003,117879,2,1,1,1,117880,1,4121,117878,19721,1,117879,1,1,1,3,1,1
29817,42084,1,7.08,119171,1,0,119170,127405,1,15,1,1,120346,1,4904,121747,118424,1,120344,1,1,1,8,1,1
29818,42609,1,15.93,118300,1,0,117961,121873,1,0,2,5,118786,1,4620,119181,290919,1,118784,1,1,1,1,1,1
29820,45892,1,1.77,117994,1,0,117993,117913,3,0,1,1,117898,1,27644,117895,117887,1,117896,1,1,1,1,1,1
29822,33149,1,1.77,118026,1,0,91261,124402,1,1,1,25,118786,1,7519,118202,290919,1,118784,1,1,1,36,1,1
29824,80942,1,3.54,118300,1,0,117961,240983,1,0,2,1,118322,1,15967,124942,290919,1,118321,1,1,1,1,1,1
29829,109364,1,1.77,117919,1,0,117918,125937,1,8,1,4,118570,1,1949,117920,19721,1,118568,1,1,1,1,1,1
29832,79120,1,1.77,118052,1,0,117961,237245,1,0,1,1,122069,1,15886,120356,118424,1,122067,1,1,1,4,1,1
29833,278392,1,1.77,118596,1,0,118595,158101,1,0,1,1,118828,1,70130,81476,118424,1,118826,1,1,1,2,1,1
29836,739,1,8.85,118300,1,0,117961,123107,1,0,1,6,120519,1,994,120312,120518,1,120516,2,1,1,1,1,1
29837,4674,1,1.77,118080,1,0,118079,120319,1,7,1,7,117880,1,56602,117878,19721,1,117879,1,1,1,1,1,1
29839,17277,1,58.41,118300,1,0,117961,124577,1,7,1,1,124578,1,3645,118631,118424,1,124576,1,1,1,1,1,1
29841,5403,1,1.77,118343,1,0,117961,117906,1,1,1,1,118322,1,5409,119993,290919,1,118321,1,1,1,1,5,1
29843,34923,1,1.77,118327,2,0,117961,117906,1,0,1,2,118786,1,5432,118391,290919,1,118784,1,1,1,3,1,1
29844,21825,1,1.77,117969,1,0,117961,151261,1,0,1,2,120623,1,13838,130192,19793,1,120621,1,1,1,3,1,1
29847,77177,1,1.77,118327,1,0,117961,279443,2,2,1,1,118687,1,5412,118391,308574,1,118685,1,1,1,61,2,1
29848,87082,1,1.77,118225,1,0,117961,305057,1,1,1,1,122131,1,56161,119824,121916,1,122129,1,1,1,26,1,1
29852,35015,1,3.54,118413,1,0,117961,130134,1,0,1,1,118454,1,2270,277693,118453,1,118451,1,1,1,1,1,1
29854,4674,1,3.54,118343,1,0,117961,117906,1,0,1,1,118322,1,18181,118514,290919,1,118321,1,1,1,7,1,1
29855,25992,1,1.77,118343,1,0,117961,133686,1,0,1,1,118836,1,5210,119598,118424,1,118834,1,1,1,479,1,1
29860,18395,1,3.54,118343,1,0,117961,117906,1,0,1,3,118322,1,5396,119993,290919,1,118321,1,1,1,1,1,1
29867,27187,1,5.31,118052,1,0,117961,118204,1,0,1,3,163732,1,2034,118328,118205,1,299559,1,1,1,29,1,1
29868,1731,1,1.77,118327,1,0,117961,256168,1,0,1,1,120649,1,1222,120171,118398,1,120647,1,1,1,8,1,1
29870,25545,1,1.77,118446,1,0,117961,132156,1,11,1,1,127110,1,5739,118684,118667,1,127108,1,1,1,1,1,1
29880,39448,1,1.77,118718,1,0,118717,118195,1,0,1,1,118196,1,13125,117895,117887,1,118194,1,1,1,1,2,1
29881,73875,1,35.4,118327,1,0,117961,118448,2,0,1,2,118322,1,25618,118320,290919,1,118321,1,1,1,8,1,1
29883,28578,1,21.24,118413,1,0,117961,117906,1,0,1,1,117908,1,1806,122007,290919,1,117905,1,1,1,1,1,1
29884,4674,3,7.08,118327,1,0,117961,306399,1,1,1,1,118644,1,46254,126310,118643,1,118641,1,1,1,1,1,1
29892,7542,1,1.77,118446,1,0,117961,117906,1,1,1,4,118786,1,8697,119064,290919,1,118784,1,1,1,5,1,1
29895,3718,1,3.54,118300,1,0,117961,130884,1,33,1,18,124196,1,7339,118360,118363,1,124194,1,1,1,20,1,1
29899,16502,1,5.31,118327,1,0,117961,124424,1,1,1,1,118055,1,16566,120559,117887,1,118054,1,1,1,1,1,1
29903,75833,1,1.77,118225,1,0,117961,310608,1,1,1,3,135811,1,17532,124380,118331,1,135809,1,1,1,3,1,1
29912,80207,1,1.77,118300,1,0,117961,135814,1,0,1,1,118639,1,22507,120059,118638,1,118636,1,1,1,12,1,1
29916,34296,1,1.77,117933,1,0,117932,121386,1,1,1,1,216827,1,110921,117878,19721,1,216825,1,1,1,3,1,1
29918,25240,1,5.31,118327,1,0,117961,117906,1,0,1,1,117908,1,50952,118929,290919,1,117905,1,1,1,1,1,1
29921,42092,1,1.77,117962,3,0,117961,297566,1,0,1,5,122069,1,3075,120677,118424,1,122067,1,1,1,2,1,1
29924,36266,1,1.77,118446,1,0,117961,132462,1,1,1,4,119589,1,99669,118701,118704,1,119587,1,1,1,6,1,1
29926,34529,1,19.47,118343,1,0,117961,117906,2,1,1,5,117908,1,6699,119993,290919,1,117905,1,1,1,1,1,1
29931,3852,1,12.39,117962,1,0,117961,301534,2,9,1,1,120419,1,59267,120924,249618,1,120418,1,1,1,12,1,1
29932,42092,1,14.16,118300,1,0,117961,249904,1,0,2,1,118425,1,4715,125872,118424,1,118422,1,1,1,1,1,1
29934,74554,1,1.77,118327,1,0,117961,117906,1,2,1,1,118322,1,4576,118391,290919,1,118321,1,2,1,1,1,1
29935,34885,1,12.39,118343,1,0,117961,117906,1,3,1,19,118279,1,4639,118856,290919,1,118278,1,1,1,612,2,1
29936,40057,1,1.77,118300,1,0,117961,130134,1,1,1,1,118749,1,770,119181,118453,1,118747,1,1,1,3,1,1
29937,29094,1,3.54,118220,1,0,118219,118568,1,0,1,3,118570,1,20508,117941,19721,1,118568,1,1,1,1624,2,1
29940,34430,1,3.54,118052,1,0,117961,118321,1,0,1,1,118322,1,18450,118821,290919,1,118321,1,1,1,2,1,1
29942,15019,1,3.54,118300,1,0,117961,200314,1,1,1,2,118332,1,53190,19772,118331,1,307024,1,1,1,5,1,1
29948,39251,1,1.77,118007,1,0,118006,122240,1,3,1,1,117900,1,25772,117941,19721,1,117899,1,1,1,1,1,1
29950,40668,1,1.77,118300,1,1,117961,305057,1,0,1,1,118892,1,15781,118395,118398,1,118890,1,1,1,1,1,1
29951,38718,1,1.77,118080,1,0,118079,121386,1,567,1,17,117880,1,50589,117878,19721,1,117879,1,1,1,34,1,1
29961,117522,1,1.77,118343,1,0,117961,121873,1,0,1,3,118786,1,57757,142038,290919,1,118784,1,1,1,1,1,1
29962,43304,1,1.77,118726,1,0,118725,309858,1,0,1,3,126087,1,120114,121014,119221,1,126085,1,2,1,1,1,1
29963,105486,1,1.77,118603,1,0,118602,118568,1,0,1,1,118570,1,23391,117941,19721,1,118568,1,1,1,2,1,1
29964,79298,1,26.55,118041,1,0,117902,191237,1,0,1,1,118943,1,17059,117945,292795,1,259173,1,1,1,22,1,1
29966,42084,1,1.77,118343,1,0,117961,234773,1,0,1,1,120499,1,25630,120291,118424,1,120497,1,1,1,4,1,1
29967,78326,1,1.77,117984,1,0,117983,292195,1,1,1,4,118570,1,51165,117878,19721,1,118568,1,1,1,4,1,1
29968,80492,1,1.77,118343,1,0,117961,117906,1,0,2,2,118322,1,5717,124725,290919,1,118321,1,1,1,1,1,1
29973,7542,1,30.09,119091,1,0,119062,117906,1,1,1,1,117908,1,108868,120297,290919,1,117905,1,1,1,20,1,1
29975,5111,1,1.77,118726,1,0,118725,124426,1,0,1,1,118425,1,120114,119076,118424,1,118422,1,1,1,2,1,1
29979,73228,1,1.77,118300,1,0,117961,117906,1,4,1,2,118322,1,2781,118783,290919,1,118321,1,2,1,12,1,1
29980,1019,1,1.77,118300,1,0,117961,125128,1,0,1,1,118892,1,17733,119984,118398,1,118890,1,2,1,1,1,1
29983,25992,1,1.77,117944,1,0,117943,174445,1,1,1,1,120099,1,1912,118042,270488,1,120097,1,1,1,21,1,1
29985,74908,1,1.77,118386,1,0,117961,118368,1,1,1,1,118486,1,83351,119954,117887,1,118368,1,1,1,1,2,1
29991,75269,1,5.31,118327,1,0,117961,126339,4,2,1,1,118454,1,54303,118492,118453,1,118451,1,1,3,1,1,1
29993,34450,1,1.77,118343,1,0,117961,300136,1,1,1,1,118425,1,4865,121710,118424,1,118422,1,1,1,453,1,1
30007,16308,1,1.77,118225,1,0,117961,117906,1,0,1,1,117908,0,4549,120050,290919,1,117905,1,1,1,1,1,0
30009,27803,1,1.77,118386,1,0,117961,117906,1,0,1,1,118322,1,18686,128823,290919,1,118321,1,1,1,1,1,1
30015,3852,1,8.85,117962,1,0,117961,305057,1,0,1,2,123672,1,5206,120677,121916,1,123670,1,1,1,2,1,1
30017,40271,1,17.7,118300,1,0,117961,120314,1,2,1,2,120315,1,3120,120312,118424,1,120313,1,1,1,2,1,1
30018,1019,1,1.77,118343,1,0,117961,120514,1,0,1,1,118055,1,17261,118833,117887,1,118054,1,1,1,2,1,1
30021,17248,1,3.54,118343,1,0,117961,310997,1,0,1,8,120346,1,4953,119598,118424,1,120344,1,1,1,1,1,1
30024,25992,1,28.32,118300,1,0,117961,311360,1,0,1,1,127851,1,13822,127849,118424,1,127850,1,1,1,3,1,1
30037,21372,1,5.31,118300,1,0,117961,127160,1,2,1,15,118836,1,7915,118597,118424,1,118834,1,1,2,1,1,1
30041,20283,1,3.54,117981,1,0,117980,288579,1,0,1,1,117973,1,62541,118246,117887,1,179731,1,1,1,6,1,1
30045,980,1,58.41,118291,1,0,118290,274278,1,0,1,1,120346,1,5293,118660,118424,1,120344,1,1,1,4,1,1
30047,20802,2,1.77,118327,1,0,117961,143223,1,0,1,1,120954,1,46224,118378,118453,1,120952,1,1,1,14,1,1
30048,114477,2,3.54,120865,1,0,120864,311058,1,1,1,1,149339,1,15566,128639,118398,1,149337,1,1,1,1,1,1
30058,20363,1,3.54,118052,1,0,117961,117906,2,0,1,1,118322,0,17789,119986,290919,1,118321,1,1,1,59,1,0
30062,76423,2,1.77,118300,1,0,117961,157234,1,14,1,1,120315,0,4219,120312,118424,1,120313,1,1,1,85,1,0
30063,78944,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,1,669,120722,290919,1,118321,1,1,1,1,1,1
30064,80198,1,1.77,118225,1,0,117961,118959,2,0,1,3,120774,1,141,122273,118960,1,120773,1,1,1,3,1,1
30065,79968,1,33.63,118386,1,0,117961,117906,1,3,1,10,118322,1,3872,118522,290919,2,118321,1,1,1,1,1,1
30066,74626,1,10.62,118977,1,0,118976,118195,1,0,1,4,118196,1,95135,117895,117887,1,118194,1,1,1,1,1,1
30068,76875,1,8.85,117962,1,0,117961,126111,1,0,1,1,126112,1,2225,118501,118504,1,126110,1,1,1,1,1,1
30069,16250,1,3.54,118413,1,0,117961,117906,1,1,1,1,118786,1,6018,122007,290919,1,118784,1,1,1,4,1,1
30074,25992,1,1.77,118300,1,0,117961,159700,1,0,1,1,120814,1,51269,118360,118638,1,120812,1,1,1,57,1,1
30080,37980,1,1.77,118107,1,0,118106,117886,1,3,1,1,117880,1,96050,117941,19721,1,117879,1,1,1,1,1,1
30082,35375,1,44.25,118386,1,1,117961,130134,1,22,1,2,118749,1,7411,118746,118453,1,118747,1,1,1,1,2,1
30083,19988,1,1.77,118300,1,0,117961,309123,1,0,1,2,118836,1,3648,118631,118424,1,118834,1,1,1,5,1,1
